,Aerobic,Anaerobic,Contains_Mobile_Elements,Facultatively_Anaerobic,Forms_Biofilms,Gram_Negative,Gram_Positive,Potentially_Pathogenic,Stress_Tolerant,Oxygen_Preference,Gram_Status
JF138496.1.1360,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF129679.1.1354,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF131759.1.1337,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
JF152882.1.1361,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
JF135534.1.1359,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF151070.1.1361,0,0,0.004310345,1,0.176470588,1,0,0.065693431,0.186440678,Facultatively_Anaerobic,Gram_Negative
JF153523.1.1347,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ267973.1.1473,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
JF146416.1.1327,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
JF156670.1.1384,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ263409.1.1437,1,0,0.012931034,0,0.058823529,1,0,0.01459854,0.016949153,Aerobic,Gram_Negative
JF135466.1.1371,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF153130.1.1366,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF140888.1.1356,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF155181.1.1335,0,1,0.004310345,0,0.0,1,0,0.00729927,0.0,Anaerobic,Gram_Negative
JF153067.1.1376,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
GQ358454.1.1364,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF161568.1.1377,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ358435.1.1358,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF146374.1.1356,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF142145.1.1375,0,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
JF148501.1.1373,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448661.1.1378,0,0,0.004310345,0,0.0,1,0,0.0,0.0,,Gram_Negative
JF176996.1.1360,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF146160.1.1334,0,1,0.004310345,0,0.0,1,0,0.00729927,0.0,Anaerobic,Gram_Negative
JF152180.1.1335,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF151653.1.1370,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448748.1.1375,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF142362.1.1383,1,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GQ358460.1.1355,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ358475.1.1354,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF159724.1.1335,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448195.1.1391,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448210.1.1371,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448529.1.1379,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF163596.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF147782.1.1370,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF148966.1.1361,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
GQ458236.1.1465,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF177757.1.1351,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF161763.1.1353,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF161960.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF161086.1.1352,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF146311.1.1361,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
GQ448331.1.1393,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF160083.1.1354,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF153317.1.1392,1,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GQ491998.1.1359,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF154739.1.1369,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ448044.1.1390,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF160056.1.1354,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ358507.1.1365,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
GQ448585.1.1400,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF178040.1.1358,1,0,0.004310345,0,0.0,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
GQ448532.1.1380,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF168160.1.1356,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
JF160112.1.1371,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ358496.1.1365,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ491359.1.1350,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ358491.1.1401,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ491176.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ491881.1.1349,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF159385.1.1351,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
JF188851.1.1368,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF161198.1.1349,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
JF161731.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ269064.1.1485,0,0,0.086206897,0,0.029411765,1,0,0.03649635,0.084745763,,Gram_Negative
GQ448348.1.1394,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF161693.1.1351,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF161459.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF161683.1.1388,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF160900.1.1352,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF189240.1.1303,1,0,0.012931034,0,0.058823529,1,0,0.02189781,0.016949153,Aerobic,Gram_Negative
JF186440.1.1371,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ493415.1.1378,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ492236.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF172118.1.1354,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
GQ492903.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF189647.1.1358,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
GQ491152.1.1345,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448451.1.1399,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448726.1.1396,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448506.1.1374,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448286.1.1395,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF163633.1.1360,0,0,0.004310345,1,0.176470588,1,0,0.065693431,0.186440678,Facultatively_Anaerobic,Gram_Negative
GQ448052.1.1379,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448784.1.1400,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448384.1.1396,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448681.1.1394,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF186256.1.1367,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
JF176662.1.1382,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448944.1.1354,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
JF197159.1.1360,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ491225.1.1375,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448538.1.1391,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448689.1.1363,0,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,,Gram_Negative
JF173953.1.1367,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448769.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448067.1.1392,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF171931.1.1380,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GQ448308.1.1393,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448359.1.1396,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448108.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF168303.1.1318,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448595.1.1387,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF197416.1.1347,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF177220.1.1318,0,0,0.004310345,1,0.029411765,1,0,0.01459854,0.016949153,Facultatively_Anaerobic,Gram_Negative
GQ448037.1.1392,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448183.1.1384,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448280.1.1381,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ448550.1.1368,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ448764.1.1390,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ448694.1.1392,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
JF183959.1.1367,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF177362.1.1349,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF171722.1.1334,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
GQ448085.1.1398,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ491536.1.1353,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF176422.1.1365,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF177487.1.1349,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ491615.1.1357,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ491580.1.1360,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ491542.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX543414.1.1495,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF206640.1.1370,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF181670.1.1367,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ491851.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX543456.1.1491,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ492435.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF188540.1.1365,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF184055.1.1362,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ492617.1.1373,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ493391.1.1374,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF189323.1.1370,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ491157.1.1368,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
GQ493605.1.1360,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JN713250.1.1532,0,1,0.0,0,0.029411765,1,0,0.01459854,0.0,Anaerobic,Gram_Negative
GQ492245.1.1349,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ491814.1.1359,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF189509.1.1356,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
JF193117.1.1388,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF192604.1.1366,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ492125.1.1358,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ492054.1.1385,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JN682042.1.1349,0,0,0.004310345,0,0.0,1,0,0.00729927,0.016949153,,Gram_Negative
GQ493897.1.1346,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ492877.1.1358,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ491381.1.1365,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ493330.1.1380,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF191472.1.1358,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ492439.1.1395,0,1,0.0,0,0.029411765,1,0,0.00729927,0.0,Anaerobic,Gram_Negative
GQ491710.1.1367,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF189333.1.1362,0,0,0.004310345,1,0.176470588,1,0,0.065693431,0.169491525,Facultatively_Anaerobic,Gram_Negative
JF193794.1.1368,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GQ493555.1.1378,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ492326.1.1355,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ362997.1.1348,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ492538.1.1363,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF198707.1.1359,0,0,0.004310345,1,0.176470588,1,0,0.065693431,0.169491525,Facultatively_Anaerobic,Gram_Negative
GQ493387.1.1374,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF190649.1.1337,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GQ492359.1.1378,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ491149.1.1367,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF194489.1.1352,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF189481.1.1383,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ364641.1.1352,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ495893.1.1450,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363963.1.1360,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
FJ365025.1.1359,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ362855.1.1338,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ362799.1.1337,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF198578.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ362983.1.1338,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JF196953.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ493374.1.1373,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF191903.1.1373,0,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
FJ363641.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363988.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363966.1.1362,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ362918.1.1361,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX548350.1.1532,0,0,0.004310345,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
JX543398.1.1493,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ364032.1.1360,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ363002.1.1364,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363484.1.1336,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ363465.1.1349,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ364500.1.1354,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ365729.1.1352,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
FJ368472.1.1344,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ367841.1.1362,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ365031.1.1342,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ363848.1.1345,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ370266.1.1339,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ366425.1.1355,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ366908.1.1397,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ367192.1.1369,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ367462.1.1355,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ366223.1.1354,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ365237.1.1361,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
FJ365030.1.1345,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ366437.1.1364,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF203190.1.1346,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ365988.1.1331,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ366077.1.1349,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ368627.1.1348,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ369504.1.1378,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ367005.1.1361,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ370257.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ369781.1.1378,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ368239.1.1357,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ368283.1.1357,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ367843.1.1364,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
FJ368783.1.1352,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ363992.1.1360,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF207434.1.1370,0,0,0.00862069,1,0.0,0,1,0.01459854,0.0,Facultatively_Anaerobic,Gram_Positive
JX548432.1.1535,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
FJ371070.1.1386,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363168.1.1392,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ366832.1.1361,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ369515.1.1370,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ372164.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ440057.1.1453,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF202999.1.1355,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF210939.1.1357,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ368864.1.1363,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ364970.1.1373,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
FJ366783.1.1350,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ365277.1.1341,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ367357.1.1357,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ470585.1.1487,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF211169.1.1370,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ363028.1.1361,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JN713207.1.1519,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JX543462.1.1493,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ369603.1.1378,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ369741.1.1359,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ370261.1.1342,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
JX548421.1.1518,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JF208261.1.1361,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ370407.1.1339,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ363204.1.1363,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ363222.1.1343,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
