Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination
GCA_003481895.1	ASM348189v1	Clostridium sp. OF10-22XD		OF10-22XD					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUMB01	40	90.16	1.86
GCF_003481895.1	ASM348189v1	Clostridium sp. OF10-22XD		OF10-22XD					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUMB01	40	90.16	1.86
GCA_003435835.1	ASM343583v1	Ruminococcus sp. AM09-18-1		AM09-18-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUX01	55	98.76	1.41
GCF_003435835.1	ASM343583v1	Ruminococcus sp. AM09-18-1		AM09-18-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUX01	55	98.76	1.41
GCA_003490145.1	ASM349014v1	Lachnospiraceae bacterium OM04-12BH		OM04-12BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULQ01	55		
GCF_003490145.1	ASM349014v1	Lachnospiraceae bacterium OM04-12BH		OM04-12BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QULQ01	55		
GCA_003434325.1	ASM343432v1	Lachnospiraceae bacterium AM25-17		AM25-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGG01	45		
GCF_003434325.1	ASM343432v1	Lachnospiraceae bacterium AM25-17		AM25-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGG01	45		
GCA_003434605.1	ASM343460v1	Bacteroides sp. AM18-9		AM18-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLG01	109		
GCF_003434605.1	ASM343460v1	Bacteroides sp. AM18-9		AM18-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLG01	109		
GCA_003460585.1	ASM346058v1	Ruminococcus sp. AF32-2AC		AF32-2AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVM01	45	99.12	1.24
GCF_003460585.1	ASM346058v1	Ruminococcus sp. AF32-2AC		AF32-2AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVM01	45	99.12	1.24
GCA_003434565.1	ASM343456v1	Lachnospiraceae bacterium AM25-11LB		AM25-11LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGI01	58		
GCF_003434565.1	ASM343456v1	Lachnospiraceae bacterium AM25-11LB		AM25-11LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGI01	58		
GCA_003460625.1	ASM346062v1	Ruminococcus sp. AF31-14BH		AF31-14BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVO01	37	98.76	0.83
GCF_003460625.1	ASM346062v1	Ruminococcus sp. AF31-14BH		AF31-14BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVO01	37	98.76	0.83
GCA_003603705.1	ASM360370v1	Lachnospiraceae bacterium AM25-39		AM25-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHF01	62		
GCF_003603705.1	ASM360370v1	Lachnospiraceae bacterium AM25-39		AM25-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHF01	62		
GCA_003603695.1	ASM360369v1	Lachnospiraceae bacterium AM25-40		AM25-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHE01	63		
GCF_003603695.1	ASM360369v1	Lachnospiraceae bacterium AM25-40		AM25-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHE01	63		
GCA_003460835.1	ASM346083v1	Ruminococcus sp. AF27-3		AF27-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVY01	40	98.35	1.76
GCF_003460835.1	ASM346083v1	Ruminococcus sp. AF27-3		AF27-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVY01	40	98.35	1.76
GCA_003461925.1	ASM346192v1	Ruminococcus sp. AM36-5		AM36-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYA01	37	99.59	3.53
GCF_003461925.1	ASM346192v1	Ruminococcus sp. AM36-5		AM36-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYA01	37	99.59	3.53
GCA_003473865.1	ASM347386v1	Clostridium sp. AM16-23		AM16-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCX01	36	100	0.16
GCF_003473865.1	ASM347386v1	Clostridium sp. AM16-23		AM16-23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCX01	36	100	0.16
GCA_003435435.1	ASM343543v1	Ruminococcus sp. TF10-6		TF10-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QUSO01	34	99.17	1.31
GCF_003435435.1	ASM343543v1	Ruminococcus sp. TF10-6		TF10-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QUSO01	34	99.17	1.31
GCA_003461955.1	ASM346195v1	Ruminococcus sp. AM36-2AA		AM36-2AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYB01	40	99.59	3.53
GCF_003461955.1	ASM346195v1	Ruminococcus sp. AM36-2AA		AM36-2AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYB01	40	99.59	3.53
GCA_003603635.1	ASM360363v1	Bacteroides sp. AM27-13		AM27-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNM01	64	100	0.35
GCF_003603635.1	ASM360363v1	Bacteroides sp. AM27-13		AM27-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNM01	64	100	0.35
GCA_003481215.1	ASM348121v1	Blautia sp. TF11-31AT		TF11-31AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKH01	39		
GCF_003481215.1	ASM348121v1	Blautia sp. TF11-31AT		TF11-31AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKH01	39		
GCA_003461025.1	ASM346102v1	Ruminococcus sp. AF25-13		AF25-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWH01	60	99.17	1
GCF_003461025.1	ASM346102v1	Ruminococcus sp. AF25-13		AF25-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWH01	60	99.17	1
GCA_003434335.1	ASM343433v1	Coprococcus sp. AM25-15LB		AM25-15LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGH01	41	95.83	2.63
GCF_003434335.1	ASM343433v1	Coprococcus sp. AM25-15LB		AM25-15LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGH01	41	95.83	2.63
GCA_003460445.1	ASM346044v1	Ruminococcus sp. AF37-3AC		AF37-3AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVD01	43	94.3	2.53
GCF_003460445.1	ASM346044v1	Ruminococcus sp. AF37-3AC		AF37-3AC					GCF_003460445.1-RS_2024_05_28	Scaffold	2018-08-31	QTVD01	43	94.3	2.53
GCA_003473495.1	ASM347349v1	Ruminococcus sp. AM23-1LB		AM23-1LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCI01	70	98.71	2.93
GCF_003473495.1	ASM347349v1	Ruminococcus sp. AM23-1LB		AM23-1LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCI01	70	98.71	2.93
GCA_003462085.1	ASM346208v1	Ruminococcus sp. AM29-1LB		AM29-1LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYI01	49	99.17	1.24
GCF_003462085.1	ASM346208v1	Ruminococcus sp. AM29-1LB		AM29-1LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYI01	49	99.17	1.24
GCA_003436015.1	ASM343601v1	Bacteroides sp. AF39-10AT		AF39-10AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLO01	89		
GCF_003436015.1	ASM343601v1	Bacteroides sp. AF39-10AT		AF39-10AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTLO01	89		
GCA_003481015.1	ASM348101v1	Clostridium sp. TM06-18		TM06-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKE01	76	99.38	1.86
GCF_003481015.1	ASM348101v1	Clostridium sp. TM06-18		TM06-18					GCF_003481015.1-RS_2024_05_28	Scaffold	2018-09-06	QUKE01	76	99.38	1.86
GCA_003462445.1	ASM346244v1	Coprobacillus sp. OM08-19		OM08-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZA01	46	77.17	6.09
GCF_003462445.1	ASM346244v1	Coprobacillus sp. OM08-19		OM08-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTZA01	46	77.17	6.09
GCA_003462425.1	ASM346242v1	Ruminococcus sp. OM08-9BH		OM08-9BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYZ01	49	99.59	2.96
GCF_003462425.1	ASM346242v1	Ruminococcus sp. OM08-9BH		OM08-9BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYZ01	49	99.59	2.96
GCA_003460515.1	ASM346051v1	Coprobacillus sp. AF36-10BH		AF36-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVI01	52	76.78	6.11
GCF_003460515.1	ASM346051v1	Coprobacillus sp. AF36-10BH		AF36-10BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTVI01	52	76.78	6.11
GCA_003462385.1	ASM346238v1	Ruminococcus sp. TF10-12AC		TF10-12AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYX01	32	99.17	1.31
GCF_003462385.1	ASM346238v1	Ruminococcus sp. TF10-12AC		TF10-12AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYX01	32	99.17	1.31
GCA_003603715.1	ASM360371v1	Lachnospiraceae bacterium TM07-2AC		TM07-2AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHG01	69		
GCF_003603715.1	ASM360371v1	Lachnospiraceae bacterium TM07-2AC		TM07-2AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHG01	69		
GCA_003461845.1	ASM346184v1	Firmicutes bacterium AM41-5BH		AM41-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXW01	78		
GCF_003461845.1	ASM346184v1	Firmicutes bacterium AM41-5BH		AM41-5BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXW01	78		
GCA_003474475.1	ASM347447v1	Clostridium sp. AF43-10		AF43-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDL01	40	90.43	0.9
GCF_003474475.1	ASM347447v1	Clostridium sp. AF43-10		AF43-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDL01	40	90.43	0.9
GCA_003602845.1	ASM360284v1	Bacteroides sp. AM51-7		AM51-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNA01	65	80.35	
GCF_003602845.1	ASM360284v1	Bacteroides sp. AM51-7		AM51-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTNA01	65	80.35	
GCA_003461495.1	ASM346149v1	Coprobacillus sp. AF16-47		AF16-47					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXE01	60	78.66	7.15
GCF_003461495.1	ASM346149v1	Coprobacillus sp. AF16-47		AF16-47					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXE01	60	78.66	7.15
GCA_003462185.1	ASM346218v1	Ruminococcus sp. AM28-29LB		AM28-29LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYN01	35	88.68	1.84
GCF_003462185.1	ASM346218v1	Ruminococcus sp. AM28-29LB		AM28-29LB					GCF_003462185.1-RS_2024_05_28	Scaffold	2018-08-31	QTYN01	35	88.68	1.84
GCA_003478965.1	ASM347896v1	Clostridium sp. AF20-17LB		AF20-17LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGG01	66	99.38	
GCF_003478965.1	ASM347896v1	Clostridium sp. AF20-17LB		AF20-17LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGG01	66	99.38	
GCA_003473585.1	ASM347358v1	Butyricicoccus sp. AM18-35		AM18-35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCQ01	36	99.12	0.88
GCF_003473585.1	ASM347358v1	Butyricicoccus sp. AM18-35		AM18-35					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCQ01	36	99.12	0.88
GCA_003477405.1	ASM347740v1	Ruminococcaceae bacterium AM07-15		AM07-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDE01	51		
GCF_003477405.1	ASM347740v1	Ruminococcaceae bacterium AM07-15		AM07-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDE01	51		
GCA_003435685.1	ASM343568v1	Bacteroides sp. AM22-3LB		AM22-3LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUN01	63	100	
GCF_003435685.1	ASM343568v1	Bacteroides sp. AM22-3LB		AM22-3LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUN01	63	100	
GCA_003481115.1	ASM348111v1	Coprobacillus sp. TF10-10		TF10-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKN01	48	76.87	6.84
GCF_003481115.1	ASM348111v1	Coprobacillus sp. TF10-10		TF10-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKN01	48	76.87	6.84
GCA_003461205.1	ASM346120v1	Ruminococcus sp. AF19-4LB		AF19-4LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWQ01	47	99.17	1.24
GCF_003461205.1	ASM346120v1	Ruminococcus sp. AF19-4LB		AF19-4LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWQ01	47	99.17	1.24
GCA_003462125.1	ASM346212v1	Ruminococcus sp. AM29-10LB		AM29-10LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYK01	52	99.17	1.24
GCF_003462125.1	ASM346212v1	Ruminococcus sp. AM29-10LB		AM29-10LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYK01	52	99.17	1.24
GCA_003435635.1	ASM343563v1	Ruminococcus sp. AM16-34		AM16-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUR01	40	98.3	0.93
GCF_003435635.1	ASM343563v1	Ruminococcus sp. AM16-34		AM16-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUR01	40	98.3	0.93
GCA_003462135.1	ASM346213v1	Ruminococcus sp. AM29-1		AM29-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYL01	46	99.17	1.24
GCF_003462135.1	ASM346213v1	Ruminococcus sp. AM29-1		AM29-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYL01	46	99.17	1.24
GCA_003482245.1	ASM348224v1	Clostridium sp. OF09-10		OF09-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUMH01		87.4	0.62
GCF_003482245.1	ASM348224v1	Clostridium sp. OF09-10		OF09-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-06	QUMH01		87.4	0.62
GCA_003462105.1	ASM346210v1	Ruminococcus sp. AM29-19LB		AM29-19LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYJ01	48	99.17	1.24
GCF_003462105.1	ASM346210v1	Ruminococcus sp. AM29-19LB		AM29-19LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTYJ01	48	99.17	1.24
GCA_003480435.1	ASM348043v1	Clostridium sp. AM30-24		AM30-24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJB01	84	98.76	0.16
GCF_003480435.1	ASM348043v1	Clostridium sp. AM30-24		AM30-24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUJB01	84	98.76	0.16
GCA_003481005.1	ASM348100v1	Firmicutes bacterium TM09-10		TM09-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKC01	64		
GCF_003481005.1	ASM348100v1	Firmicutes bacterium TM09-10		TM09-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKC01	64		
GCA_003479565.1	ASM347956v1	Clostridium sp. AF12-19		AF12-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHQ01	62	99.38	0.16
GCF_003479565.1	ASM347956v1	Clostridium sp. AF12-19		AF12-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHQ01	62	99.38	0.16
GCA_003473525.1	ASM347352v1	Clostridium sp. AM22-16AC		AM22-16AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCL01	70	100	0.16
GCF_003473525.1	ASM347352v1	Clostridium sp. AM22-16AC		AM22-16AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUCL01	70	100	0.16
GCA_003602905.1	ASM360290v1	Coprococcus sp. AF27-8		AF27-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGR01	40	97.42	4.49
GCF_003602905.1	ASM360290v1	Coprococcus sp. AF27-8		AF27-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVGR01	40	97.42	4.49
GCA_003460905.1	ASM346090v1	Ruminococcus sp. AF27-11AA		AF27-11AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWB01	46	98.35	1.76
GCF_003460905.1	ASM346090v1	Ruminococcus sp. AF27-11AA		AF27-11AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWB01	46	98.35	1.76
GCA_003478765.1	ASM347876v1	Ruminococcus sp. AF21-42		AF21-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGB01	47	98.57	2.44
GCF_003478765.1	ASM347876v1	Ruminococcus sp. AF21-42		AF21-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGB01	47	98.57	2.44
GCA_003461745.1	ASM346174v1	Coprobacillus sp. AF02-13		AF02-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXR01	52	78.43	5.7
GCF_003461745.1	ASM346174v1	Coprobacillus sp. AF02-13		AF02-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTXR01	52	78.43	5.7
GCA_003434525.1	ASM343452v1	Lachnospiraceae bacterium AM25-22		AM25-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGF01	62		
GCF_003434525.1	ASM343452v1	Lachnospiraceae bacterium AM25-22		AM25-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QVGF01	62		
GCA_003603895.1	ASM360389v1	Lachnospiraceae bacterium OM02-31		OM02-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHM01	106		
GCF_003603895.1	ASM360389v1	Lachnospiraceae bacterium OM02-31		OM02-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QVHM01	106		
GCA_003478285.1	ASM347828v1	Clostridium sp. AM51-4		AM51-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUEZ01	79	82.31	1.24
GCF_003478285.1	ASM347828v1	Clostridium sp. AM51-4		AM51-4					GCF_003478285.1-RS_2024_05_28	Scaffold	2018-09-06	QUEZ01	79	82.31	1.24
GCA_003435895.1	ASM343589v1	Bacteroides sp. AM16-15		AM16-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUT01	92	99.65	
GCF_003435895.1	ASM343589v1	Bacteroides sp. AM16-15		AM16-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTUT01	92	99.65	
GCA_003478845.1	ASM347884v1	Ruminococcus sp. AF25-28AC		AF25-28AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFJ01	98	99.33	4.37
GCF_003478845.1	ASM347884v1	Ruminococcus sp. AF25-28AC		AF25-28AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUFJ01	98	99.33	4.37
GCA_003435325.1	ASM343532v1	Clostridiaceae bacterium AF02-42		AF02-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QWGK01	85		
GCF_003435325.1	ASM343532v1	Clostridiaceae bacterium AF02-42		AF02-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QWGK01	85		
GCA_003480285.1	ASM348028v1	Ruminococcus sp. AM42-10AC		AM42-10AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIP01	65	99.33	5.43
GCF_003480285.1	ASM348028v1	Ruminococcus sp. AM42-10AC		AM42-10AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIP01	65	99.33	5.43
GCA_003480345.1	ASM348034v1	Clostridium sp. AM32-2		AM32-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUIW01	96	99.28	0.62
GCF_003480345.1	ASM348034v1	Clostridium sp. AM32-2		AM32-2					GCF_003480345.1-RS_2024_05_28	Scaffold	2018-09-06	QUIW01	96	99.28	0.62
GCA_003481565.1	ASM348156v1	Firmicutes bacterium OM08-11AC		OM08-11AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKX01	59		
GCF_003481565.1	ASM348156v1	Firmicutes bacterium OM08-11AC		OM08-11AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKX01	59		
GCA_003479725.1	ASM347972v1	Clostridium sp. AF12-28		AF12-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHP01	48	99.38	0.16
GCF_003479725.1	ASM347972v1	Clostridium sp. AF12-28		AF12-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUHP01	48	99.38	0.16
GCA_003461265.1	ASM346126v1	Ruminococcus sp. AF18-29		AF18-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWT01	89	97.38	0.31
GCF_003461265.1	ASM346126v1	Ruminococcus sp. AF18-29		AF18-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWT01	89	97.38	0.31
GCA_003477775.1	ASM347777v1	Clostridium sp. AF37-5AT		AF37-5AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDQ01	59	100	0.16
GCF_003477775.1	ASM347777v1	Clostridium sp. AF37-5AT		AF37-5AT					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUDQ01	59	100	0.16
GCA_003461165.1	ASM346116v1	Ruminococcus sp. AF21-11		AF21-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWO01	95	97.38	
GCF_003461165.1	ASM346116v1	Ruminococcus sp. AF21-11		AF21-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QTWO01	95	97.38	
GCA_003604275.1	ASM360427v1	Clostridiales bacterium AF36-10		AF36-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLT01	88		
GCF_003604275.1	ASM360427v1	Clostridiales bacterium AF36-10		AF36-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-10-01	QTLT01	88		
GCA_003481275.1	ASM348127v1	Clostridium sp. TF08-15		TF08-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKO01	67	96.69	2.48
GCF_003481275.1	ASM348127v1	Clostridium sp. TF08-15		TF08-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUKO01	67	96.69	2.48
GCA_003479025.1	ASM347902v1	Blautia sp. AF19-34		AF19-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGJ01	54		
GCF_003479025.1	ASM347902v1	Blautia sp. AF19-34		AF19-34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QUGJ01	54		
GCA_003604145.1	ASM360414v1	Eubacterium sp. OF10-16		OF10-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-01	QVHP01		94.94	1.91
GCF_003604145.1	ASM360414v1	Eubacterium sp. OF10-16		OF10-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-01	QVHP01		94.94	1.91
